from,to,common_neighbors,jaccard,adamic_adar,preferential_attachment,link,prediction,probability
1712,1918,0.0,0.0,0.0,3.0,1,0.0,"[0.7996502386777885,0.2003497613222115]"
1734,1534,1.0,0.058823529411764705,0.17054278655205474,56.0,1,0.0,"[0.6449011023443094,0.3550988976556906]"
1737,5242,0.0,0.0,0.0,60.0,1,0.0,"[0.7731543566905966,0.22684564330940338]"
1738,6176,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
1738,6362,1.0,0.07692307692307693,0.1805923124338364,33.0,1,0.0,"[0.6528691419220852,0.3471308580779148]"
1739,767,0.0,0.0,0.0,20.0,1,0.0,"[0.7919988847588305,0.2080011152411695]"
1765,941,0.0,0.0,0.0,120.0,1,0.0,"[0.7426900617078259,0.2573099382921741]"
1765,3551,0.0,0.0,0.0,240.0,1,0.0,"[0.6742728058149424,0.3257271941850576]"
1781,1358,0.0,0.0,0.0,156.0,1,0.0,"[0.7231759811253247,0.27682401887467534]"
1781,5835,0.0,0.0,0.0,429.0,1,0.0,"[0.5508259765232983,0.44917402347670166]"
1781,6994,0.0,0.0,0.0,78.0,1,0.0,"[0.7642900752272954,0.23570992477270458]"
1789,252,0.0,0.0,0.0,153.0,1,0.0,"[0.7248366056419114,0.27516339435808856]"
1791,1040,0.0,0.0,0.0,9.0,1,0.0,"[0.7969741025855446,0.20302589741445543]"
1795,5994,0.0,0.0,0.0,48.0,1,0.0,"[0.7789316207709795,0.22106837922902045]"
1804,5198,0.0,0.0,0.0,230.0,1,0.0,"[0.6803273311631558,0.3196726688368442]"
1807,5115,1.0,0.047619047619047616,0.15199298032191702,96.0,1,0.0,"[0.6510988376005352,0.3489011623994648]"
1807,6081,0.0,0.0,0.0,128.0,1,0.0,"[0.7384322341665092,0.26156776583349084]"
1808,909,0.0,0.0,0.0,125.0,1,0.0,"[0.7400342381588524,0.2599657618411476]"
1808,1622,0.0,0.0,0.0,200.0,1,0.0,"[0.6981243816183842,0.3018756183816158]"
1808,5004,0.0,0.0,0.0,275.0,1,0.0,"[0.6526295574235639,0.3473704425764361]"
1821,3449,0.0,0.0,0.0,24.0,1,0.0,"[0.7901675703739295,0.20983242962607052]"
1829,4328,0.0,0.0,0.0,378.0,1,0.0,"[0.5854745302310004,0.4145254697689996]"
1843,3727,0.0,0.0,0.0,40.0,1,0.0,"[0.782724173304791,0.21727582669520895]"
1857,1632,0.0,0.0,0.0,99.0,1,0.0,"[0.7536493862873587,0.24635061371264133]"
1869,5087,0.0,0.0,0.0,336.0,1,0.0,"[0.6134022735169642,0.3865977264830358]"
1877,818,0.0,0.0,0.0,180.0,1,0.0,"[0.7096708570258542,0.2903291429741458]"
1883,4471,0.0,0.0,0.0,151.0,1,0.0,"[0.7259402488071247,0.2740597511928753]"
1894,4484,0.0,0.0,0.0,6.0,1,0.0,"[0.7983154879139381,0.20168451208606186]"
1924,679,0.0,0.0,0.0,316.0,1,0.0,"[0.6264553795157284,0.3735446204842716]"
1924,1446,0.0,0.0,0.0,316.0,1,0.0,"[0.6264553795157284,0.3735446204842716]"
1924,4675,0.0,0.0,0.0,316.0,1,0.0,"[0.6264553795157284,0.3735446204842716]"
1925,5288,0.0,0.0,0.0,189.0,1,0.0,"[0.7045072476623465,0.2954927523376535]"
1955,6199,0.0,0.0,0.0,102.0,1,0.0,"[0.7521031784642399,0.2478968215357601]"
1961,5816,0.0,0.0,0.0,33.0,1,0.0,"[0.7860039166684527,0.2139960833315473]"
1962,4487,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
1963,4096,0.0,0.0,0.0,84.0,1,0.0,"[0.7612826215853066,0.23871737841469343]"
1963,4254,0.0,0.0,0.0,168.0,1,0.0,"[0.7164720062062849,0.28352799379371507]"
1965,6742,0.0,0.0,0.0,272.0,1,0.0,"[0.6545112016129826,0.3454887983870174]"
1966,205,0.0,0.0,0.0,264.0,1,0.0,"[0.6595052003353014,0.34049479966469864]"
1969,2371,0.0,0.0,0.0,75.0,1,0.0,"[0.7657839413622198,0.23421605863778017]"
1984,2372,0.0,0.0,0.0,80.0,1,0.0,"[0.7632905102446486,0.23670948975535144]"
1988,3805,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
1996,4776,1.0,0.021739130434782608,0.19001688568106462,132.0,1,0.0,"[0.513615197833909,0.48638480216609103]"
2010,4605,0.0,0.0,0.0,15.0,1,0.0,"[0.7942714169746994,0.20572858302530062]"
2033,5854,1.0,0.05555555555555555,0.152948702070391,90.0,1,0.0,"[0.659604776135416,0.340395223864584]"
2041,7125,0.0,0.0,0.0,9.0,1,0.0,"[0.7969741025855446,0.20302589741445543]"
2044,1323,0.0,0.0,0.0,296.0,1,0.0,"[0.6393269011578686,0.3606730988421314]"
2044,4938,0.0,0.0,0.0,222.0,1,0.0,"[0.685127685052775,0.314872314947225]"
2054,6488,0.0,0.0,0.0,115.0,1,0.0,"[0.7453280903165885,0.25467190968341147]"
2064,4954,0.0,0.0,0.0,140.0,1,0.0,"[0.7319607868010749,0.2680392131989251]"
2085,2038,0.0,0.0,0.0,185.0,1,0.0,"[0.7068087662563691,0.2931912337436309]"
2091,6067,0.0,0.0,0.0,8.0,1,0.0,"[0.7974219683914529,0.20257803160854715]"
2121,6082,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
2123,3120,0.0,0.0,0.0,50.0,1,0.0,"[0.7779761086767486,0.2220238913232514]"
2128,397,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
2129,2855,0.0,0.0,0.0,82.0,1,0.0,"[0.7622880248187587,0.23771197518124132]"
2130,2937,1.0,0.08333333333333333,0.152948702070391,30.0,1,0.0,"[0.7178846571202203,0.2821153428797797]"
2130,6590,0.0,0.0,0.0,110.0,1,0.0,"[0.7479482517340313,0.25205174826596866]"
2131,1755,0.0,0.0,0.0,154.0,1,0.0,"[0.7242837512679104,0.27571624873208955]"
2131,4458,0.0,0.0,0.0,22.0,1,0.0,"[0.7910847042615426,0.20891529573845735]"
2131,6543,0.0,0.0,0.0,88.0,1,0.0,"[0.7592630727648508,0.24073692723514917]"
2155,3965,0.0,0.0,0.0,49.0,1,0.0,"[0.7784542332509483,0.2215457667490517]"
2162,2921,0.0,0.0,0.0,48.0,1,0.0,"[0.7789316207709795,0.22106837922902045]"
2166,6249,0.0,0.0,0.0,26.0,1,0.0,"[0.7892474829051191,0.21075251709488085]"
2168,3546,0.0,0.0,0.0,156.0,1,0.0,"[0.7231759811253247,0.27682401887467534]"
2168,7084,0.0,0.0,0.0,416.0,1,0.0,"[0.5597188277997721,0.4402811722002279]"
2169,4038,0.0,0.0,0.0,120.0,1,0.0,"[0.7426900617078259,0.2573099382921741]"
2187,4562,0.0,0.0,0.0,54.0,1,0.0,"[0.7760562425401666,0.22394375745983341]"
2187,6326,0.0,0.0,0.0,288.0,1,0.0,"[0.6444211454232314,0.35557885457676863]"
2197,1872,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
2201,3024,0.0,0.0,0.0,204.0,1,0.0,"[0.6957840330920855,0.3042159669079145]"
2212,3547,0.0,0.0,0.0,360.0,1,0.0,"[0.597522247325168,0.402477752674832]"
2213,6043,0.0,0.0,0.0,162.0,1,0.0,"[0.7198362413110602,0.28016375868893983]"
2215,1191,0.0,0.0,0.0,188.0,1,0.0,"[0.7050836101719755,0.2949163898280245]"
2239,3254,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
2247,5103,0.0,0.0,0.0,260.0,1,0.0,"[0.6619890598170506,0.3380109401829494]"
2265,2187,0.0,0.0,0.0,162.0,1,0.0,"[0.7198362413110602,0.28016375868893983]"
2279,1081,0.0,0.0,0.0,32.0,1,0.0,"[0.7864694984521227,0.21353050154787734]"
2284,3501,0.0,0.0,0.0,200.0,1,0.0,"[0.6981243816183842,0.3018756183816158]"
2284,3928,0.0,0.0,0.0,80.0,1,0.0,"[0.7632905102446486,0.23670948975535144]"
2284,4112,0.0,0.0,0.0,240.0,1,0.0,"[0.6742728058149424,0.3257271941850576]"
2284,5952,0.0,0.0,0.0,200.0,1,0.0,"[0.6981243816183842,0.3018756183816158]"
2308,4843,0.0,0.0,0.0,69.0,1,0.0,"[0.768751911742539,0.23124808825746102]"
2314,1932,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
2314,2925,0.0,0.0,0.0,108.0,1,0.0,"[0.748991298137923,0.251008701862077]"
2321,1411,0.0,0.0,0.0,380.0,1,0.0,"[0.584129278695619,0.41587072130438096]"
2327,1912,0.0,0.0,0.0,9.0,1,0.0,"[0.7969741025855446,0.20302589741445543]"
2331,1755,0.0,0.0,0.0,42.0,1,0.0,"[0.7817804612034681,0.2182195387965319]"
2339,80,0.0,0.0,0.0,323.0,1,0.0,"[0.6219066202110399,0.37809337978896007]"
2339,6693,0.0,0.0,0.0,95.0,1,0.0,"[0.7557008758015875,0.2442991241984125]"
2352,706,0.0,0.0,0.0,274.0,1,0.0,"[0.6532573055253849,0.34674269447461514]"
2372,1383,0.0,0.0,0.0,10.0,1,0.0,"[0.7965254992774643,0.2034745007225357]"
2376,4362,0.0,0.0,0.0,50.0,1,0.0,"[0.7779761086767486,0.2220238913232514]"
2394,1465,0.0,0.0,0.0,11.0,1,0.0,"[0.7960761583695729,0.2039238416304271]"
2399,3172,0.0,0.0,0.0,98.0,1,0.0,"[0.7541633439427088,0.24583665605729121]"
2402,3336,0.0,0.0,0.0,22.0,1,0.0,"[0.7910847042615426,0.20891529573845735]"
2422,1501,0.0,0.0,0.0,340.0,1,0.0,"[0.6107713031232743,0.3892286968767257]"
2423,4381,0.0,0.0,0.0,189.0,1,0.0,"[0.7045072476623465,0.2954927523376535]"
2431,4275,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
2440,2838,0.0,0.0,0.0,390.0,1,0.0,"[0.5773845811666558,0.4226154188333442]"
2444,5987,0.0,0.0,0.0,180.0,1,0.0,"[0.7096708570258542,0.2903291429741458]"
2455,2433,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
2466,2136,0.0,0.0,0.0,150.0,1,0.0,"[0.7264910359451291,0.2735089640548709]"
2466,6608,0.0,0.0,0.0,150.0,1,0.0,"[0.7264910359451291,0.2735089640548709]"
2474,2424,0.0,0.0,0.0,176.0,1,0.0,"[0.7119486014952388,0.28805139850476125]"
2476,1088,1.0,0.03333333333333333,0.16849500042276702,240.0,1,0.0,"[0.5023626305336095,0.4976373694663905]"
2481,3144,0.0,0.0,0.0,186.0,1,0.0,"[0.7062343705561821,0.2937656294438179]"
2482,1934,0.0,0.0,0.0,140.0,1,0.0,"[0.7319607868010749,0.2680392131989251]"
2482,5466,0.0,0.0,0.0,310.0,1,0.0,"[0.6303366304084045,0.3696633695915955]"
2513,5246,0.0,0.0,0.0,20.0,1,0.0,"[0.7919988847588305,0.2080011152411695]"
2521,1705,0.0,0.0,0.0,6.0,1,0.0,"[0.7983154879139381,0.20168451208606186]"
2525,1873,0.0,0.0,0.0,50.0,1,0.0,"[0.7779761086767486,0.2220238913232514]"
2532,1892,0.0,0.0,0.0,28.0,1,0.0,"[0.7883244417539628,0.21167555824603723]"
2543,366,0.0,0.0,0.0,132.0,1,0.0,"[0.7362863365087433,0.2637136634912567]"
2543,2705,0.0,0.0,0.0,276.0,1,0.0,"[0.6520012782574444,0.34799872174255564]"
2543,3050,0.0,0.0,0.0,276.0,1,0.0,"[0.6520012782574444,0.34799872174255564]"
2555,1584,0.0,0.0,0.0,204.0,1,0.0,"[0.6957840330920855,0.3042159669079145]"
2564,1966,0.0,0.0,0.0,132.0,1,0.0,"[0.7362863365087433,0.2637136634912567]"
2574,6014,0.0,0.0,0.0,124.0,1,0.0,"[0.740566822847748,0.259433177152252]"
2580,1461,0.0,0.0,0.0,256.0,1,0.0,"[0.6644640184978888,0.33553598150211117]"
2586,695,0.0,0.0,0.0,483.0,1,0.0,"[0.5136012024493597,0.4863987975506403]"
2586,4817,0.0,0.0,0.0,414.0,1,0.0,"[0.5610837092058379,0.43891629079416206]"
2586,6847,0.0,0.0,0.0,414.0,1,0.0,"[0.5610837092058379,0.43891629079416206]"
2605,3950,0.0,0.0,0.0,224.0,1,0.0,"[0.6839312469814429,0.3160687530185571]"
2606,5813,0.0,0.0,0.0,253.0,1,0.0,"[0.6663143341097129,0.33368566589028714]"
2623,2682,0.0,0.0,0.0,21.0,1,0.0,"[0.7915421636685589,0.2084578363314411]"
2653,6065,0.0,0.0,0.0,6.0,1,0.0,"[0.7983154879139381,0.20168451208606186]"
2671,961,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
2675,3917,0.0,0.0,0.0,63.0,1,0.0,"[0.771693485009917,0.22830651499008303]"
2677,4607,0.0,0.0,0.0,180.0,1,0.0,"[0.7096708570258542,0.2903291429741458]"
2700,1756,0.0,0.0,0.0,42.0,1,0.0,"[0.7817804612034681,0.2182195387965319]"
2722,2551,0.0,0.0,0.0,150.0,1,0.0,"[0.7264910359451291,0.2735089640548709]"
2722,4172,0.0,0.0,0.0,150.0,1,0.0,"[0.7264910359451291,0.2735089640548709]"
2732,2672,0.0,0.0,0.0,278.0,1,0.0,"[0.6507431336975263,0.34925686630247366]"
2738,1421,0.0,0.0,0.0,66.0,1,0.0,"[0.7702260013508418,0.22977399864915815]"
2740,2286,0.0,0.0,0.0,193.0,1,0.0,"[0.7021952745587103,0.29780472544128966]"
2748,2042,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
2779,497,0.0,0.0,0.0,255.0,1,0.0,"[0.6650813552646105,0.33491864473538946]"
2779,1864,0.0,0.0,0.0,255.0,1,0.0,"[0.6650813552646105,0.33491864473538946]"
2779,5673,0.0,0.0,0.0,85.0,1,0.0,"[0.7607788266431447,0.23922117335685533]"
2781,266,0.0,0.0,0.0,242.0,1,0.0,"[0.6730548045254482,0.3269451954745518]"
2784,5103,0.0,0.0,0.0,90.0,1,0.0,"[0.7582489329770155,0.24175106702298454]"
2794,2119,0.0,0.0,0.0,261.0,1,0.0,"[0.6613689253185748,0.33863107468142517]"
2803,1775,0.0,0.0,0.0,108.0,1,0.0,"[0.748991298137923,0.251008701862077]"
2811,1044,0.0,0.0,0.0,360.0,1,0.0,"[0.597522247325168,0.402477752674832]"
2819,198,0.0,0.0,0.0,252.0,1,0.0,"[0.6669299730158798,0.33307002698412025]"
2832,4342,0.0,0.0,0.0,297.0,1,0.0,"[0.638687882149281,0.36131211785071904]"
2833,1288,0.0,0.0,0.0,51.0,1,0.0,"[0.7774972471789204,0.22250275282107956]"
2858,1095,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
2858,2630,0.0,0.0,0.0,144.0,1,0.0,"[0.7297812256288633,0.2702187743711367]"
2864,4958,0.0,0.0,0.0,182.0,1,0.0,"[0.7085280025005621,0.29147199749943786]"
2864,6279,0.0,0.0,0.0,78.0,1,0.0,"[0.7642900752272954,0.23570992477270458]"
2880,4221,1.0,0.0625,0.15199298032191702,66.0,1,0.0,"[0.6821992305743817,0.3178007694256183]"
2899,2349,0.0,0.0,0.0,162.0,1,0.0,"[0.7198362413110602,0.28016375868893983]"
2902,3246,0.0,0.0,0.0,10.0,1,0.0,"[0.7965254992774643,0.2034745007225357]"
2907,4611,0.0,0.0,0.0,350.0,1,0.0,"[0.6041658896986285,0.3958341103013715]"
2919,2926,0.0,0.0,0.0,156.0,1,0.0,"[0.7231759811253247,0.27682401887467534]"
2922,609,0.0,0.0,0.0,92.0,1,0.0,"[0.7572318869808703,0.2427681130191297]"
2922,3835,0.0,0.0,0.0,253.0,1,0.0,"[0.6663143341097129,0.33368566589028714]"
2924,1271,0.0,0.0,0.0,112.0,1,0.0,"[0.7469023356714662,0.25309766432853376]"
2926,5520,0.0,0.0,0.0,48.0,1,0.0,"[0.7789316207709795,0.22106837922902045]"
2928,4147,0.0,0.0,0.0,93.0,1,0.0,"[0.7567222751399378,0.24327772486006216]"
2932,893,0.0,0.0,0.0,132.0,1,0.0,"[0.7362863365087433,0.2637136634912567]"
2934,5846,0.0,0.0,0.0,264.0,1,0.0,"[0.6595052003353014,0.34049479966469864]"
2953,5395,0.0,0.0,0.0,4.0,1,0.0,"[0.7992060587322827,0.20079394126771732]"
2959,6294,0.0,0.0,0.0,28.0,1,0.0,"[0.7883244417539628,0.21167555824603723]"
2960,3805,0.0,0.0,0.0,243.0,1,0.0,"[0.6724449264370056,0.3275550735629944]"
2963,6992,0.0,0.0,0.0,123.0,1,0.0,"[0.7410986981639375,0.2589013018360625]"
2996,6436,0.0,0.0,0.0,95.0,1,0.0,"[0.7557008758015875,0.2442991241984125]"
3005,3964,0.0,0.0,0.0,105.0,1,0.0,"[0.7505504780887914,0.24944952191120862]"
3022,363,0.0,0.0,0.0,198.0,1,0.0,"[0.6992907156395956,0.30070928436040445]"
3023,6384,0.0,0.0,0.0,32.0,1,0.0,"[0.7864694984521227,0.21353050154787734]"
3031,1510,0.0,0.0,0.0,88.0,1,0.0,"[0.7592630727648508,0.24073692723514917]"
3034,3300,0.0,0.0,0.0,128.0,1,0.0,"[0.7384322341665092,0.26156776583349084]"
3042,3937,0.0,0.0,0.0,376.0,1,0.0,"[0.5868185082540496,0.4131814917459504]"
3042,5473,0.0,0.0,0.0,141.0,1,0.0,"[0.7314169423522231,0.2685830576477769]"
3047,5722,0.0,0.0,0.0,231.0,1,0.0,"[0.6797245636729481,0.3202754363270519]"
3047,6329,0.0,0.0,0.0,264.0,1,0.0,"[0.6595052003353014,0.34049479966469864]"
3050,6894,0.0,0.0,0.0,345.0,1,0.0,"[0.6074735127767148,0.3925264872232852]"
3057,3365,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
3059,1727,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
3065,3494,0.0,0.0,0.0,78.0,1,0.0,"[0.7642900752272954,0.23570992477270458]"
3065,5463,0.0,0.0,0.0,208.0,1,0.0,"[0.693433508117944,0.306566491882056]"
3075,806,0.0,0.0,0.0,160.0,1,0.0,"[0.7209522191801523,0.2790477808198477]"
3079,5601,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
3091,608,0.0,0.0,0.0,165.0,1,0.0,"[0.7181571734386408,0.28184282656135917]"
3091,2351,0.0,0.0,0.0,11.0,1,0.0,"[0.7960761583695729,0.2039238416304271]"
3096,1855,0.0,0.0,0.0,250.0,1,0.0,"[0.6681595419193829,0.33184045808061713]"
3097,768,0.0,0.0,0.0,320.0,1,0.0,"[0.6238587689976607,0.3761412310023393]"
3097,1424,0.0,0.0,0.0,384.0,1,0.0,"[0.5814350306213697,0.4185649693786303]"
3097,3513,0.0,0.0,0.0,64.0,1,0.0,"[0.7712050581672615,0.22879494183273852]"
3110,2096,0.0,0.0,0.0,442.0,1,0.0,"[0.5419005146753897,0.4580994853246103]"
3123,6453,0.0,0.0,0.0,64.0,1,0.0,"[0.7712050581672615,0.22879494183273852]"
3136,4058,0.0,0.0,0.0,36.0,1,0.0,"[0.7846027414757549,0.21539725852424507]"
3138,948,0.0,0.0,0.0,280.0,1,0.0,"[0.6494828858459597,0.3505171141540403]"
3151,4251,0.0,0.0,0.0,32.0,1,0.0,"[0.7864694984521227,0.21353050154787734]"
3158,2878,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
3172,3668,0.0,0.0,0.0,98.0,1,0.0,"[0.7541633439427088,0.24583665605729121]"
3173,780,0.0,0.0,0.0,183.0,1,0.0,"[0.7079555832932374,0.2920444167067626]"
3174,6339,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
3181,2362,0.0,0.0,0.0,286.0,1,0.0,"[0.645689664214671,0.354310335785329]"
3182,6104,0.0,0.0,0.0,66.0,1,0.0,"[0.7702260013508418,0.22977399864915815]"
3192,249,0.0,0.0,0.0,234.0,1,0.0,"[0.6779126638934985,0.32208733610650153]"
3202,739,0.0,0.0,0.0,259.0,1,0.0,"[0.6626086380064771,0.33739136199352293]"
3209,3619,0.0,0.0,0.0,220.0,1,0.0,"[0.6863216713247349,0.31367832867526513]"
3219,2878,0.0,0.0,0.0,69.0,1,0.0,"[0.768751911742539,0.23124808825746102]"
3219,6814,0.0,0.0,0.0,184.0,1,0.0,"[0.7073825041915307,0.2926174958084693]"
3231,133,0.0,0.0,0.0,296.0,1,0.0,"[0.6393269011578686,0.3606730988421314]"
3231,3305,0.0,0.0,0.0,80.0,1,0.0,"[0.7632905102446486,0.23670948975535144]"
3237,3907,0.0,0.0,0.0,122.0,1,0.0,"[0.7416298634870295,0.25837013651297047]"
3237,6227,0.0,0.0,0.0,183.0,1,0.0,"[0.7079555832932374,0.2920444167067626]"
3243,3266,0.0,0.0,0.0,468.0,1,0.0,"[0.523974375590831,0.47602562440916896]"
3257,1614,0.0,0.0,0.0,21.0,1,0.0,"[0.7915421636685589,0.2084578363314411]"
3258,830,0.0,0.0,0.0,441.0,1,0.0,"[0.5425881186118553,0.4574118813881447]"
3258,6421,0.0,0.0,0.0,315.0,1,0.0,"[0.6271034017601493,0.37289659823985066]"
3262,6559,0.0,0.0,0.0,60.0,1,0.0,"[0.7731543566905966,0.22684564330940338]"
3262,6873,0.0,0.0,0.0,204.0,1,0.0,"[0.6957840330920855,0.3042159669079145]"
3288,3440,0.0,0.0,0.0,189.0,1,0.0,"[0.7045072476623465,0.2954927523376535]"
3290,4153,0.0,0.0,0.0,160.0,1,0.0,"[0.7209522191801523,0.2790477808198477]"
3302,4127,0.0,0.0,0.0,403.0,1,0.0,"[0.5685735149353757,0.43142648506462433]"
3302,5388,0.0,0.0,0.0,248.0,1,0.0,"[0.669386821861272,0.33061317813872804]"
3322,939,0.0,0.0,0.0,224.0,1,0.0,"[0.6839312469814429,0.3160687530185571]"
3338,5647,1.0,0.047619047619047616,0.19001688568106462,85.0,1,0.0,"[0.570443792139047,0.42955620786095305]"
3349,5754,0.0,0.0,0.0,78.0,1,0.0,"[0.7642900752272954,0.23570992477270458]"
3368,2064,0.0,0.0,0.0,385.0,1,0.0,"[0.5807607022231286,0.4192392977768714]"
3399,2228,0.0,0.0,0.0,63.0,1,0.0,"[0.771693485009917,0.22830651499008303]"
3401,524,0.0,0.0,0.0,465.0,1,0.0,"[0.5260468171210223,0.4739531828789777]"
3401,816,0.0,0.0,0.0,465.0,1,0.0,"[0.5260468171210223,0.4739531828789777]"
3401,5425,0.0,0.0,0.0,465.0,1,0.0,"[0.5260468171210223,0.4739531828789777]"
3418,4775,0.0,0.0,0.0,92.0,1,0.0,"[0.7572318869808703,0.2427681130191297]"
3418,4820,0.0,0.0,0.0,253.0,1,0.0,"[0.6663143341097129,0.33368566589028714]"
3420,2682,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
3438,785,0.0,0.0,0.0,112.0,1,0.0,"[0.7469023356714662,0.25309766432853376]"
3438,2462,0.0,0.0,0.0,56.0,1,0.0,"[0.7750918908298627,0.22490810917013726]"
3448,388,0.0,0.0,0.0,172.0,1,0.0,"[0.7142156723378223,0.28578432766217765]"
3448,1856,0.0,0.0,0.0,172.0,1,0.0,"[0.7142156723378223,0.28578432766217765]"
3448,4848,0.0,0.0,0.0,172.0,1,0.0,"[0.7142156723378223,0.28578432766217765]"
3456,5457,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
3465,5666,0.0,0.0,0.0,91.0,1,0.0,"[0.7577407730596053,0.2422592269403947]"
3484,1943,0.0,0.0,0.0,56.0,1,0.0,"[0.7750918908298627,0.22490810917013726]"
3484,3821,0.0,0.0,0.0,104.0,1,0.0,"[0.7510687654857173,0.24893123451428267]"
3493,3367,0.0,0.0,0.0,14.0,1,0.0,"[0.7947237091509788,0.20527629084902121]"
3498,3840,0.0,0.0,0.0,280.0,1,0.0,"[0.6494828858459597,0.3505171141540403]"
3498,6706,0.0,0.0,0.0,320.0,1,0.0,"[0.6238587689976607,0.3761412310023393]"
3509,2615,1.0,0.09090909090909091,0.17054278655205474,35.0,1,0.0,"[0.685162543277352,0.31483745672264796]"
3520,3409,0.0,0.0,0.0,408.0,1,0.0,"[0.5651727325148941,0.4348272674851059]"
3524,2208,0.0,0.0,0.0,120.0,1,0.0,"[0.7426900617078259,0.2573099382921741]"
3540,6715,0.0,0.0,0.0,10.0,1,0.0,"[0.7965254992774643,0.2034745007225357]"
3557,3216,0.0,0.0,0.0,17.0,1,0.0,"[0.7933646185346492,0.20663538146535076]"
3558,6432,0.0,0.0,0.0,12.0,1,0.0,"[0.7956260797695797,0.20437392023042034]"
3559,6575,0.0,0.0,0.0,15.0,1,0.0,"[0.7942714169746994,0.20572858302530062]"
3564,841,0.0,0.0,0.0,25.0,1,0.0,"[0.7897078958456055,0.21029210415439448]"
3569,5547,0.0,0.0,0.0,18.0,1,0.0,"[0.7929101121458013,0.20708988785419868]"
3576,1884,0.0,0.0,0.0,16.0,1,0.0,"[0.7938183867910126,0.20618161320898742]"
3585,3539,0.0,0.0,0.0,138.0,1,0.0,"[0.7330463795441917,0.2669536204558083]"
3591,2487,0.0,0.0,0.0,68.0,1,0.0,"[0.7692440085464382,0.23075599145356185]"
3595,1571,0.0,0.0,0.0,26.0,1,0.0,"[0.7892474829051191,0.21075251709488085]"
3598,5109,1.0,0.1111111111111111,0.19931118704250333,25.0,1,0.0,"[0.6461409253991819,0.3538590746008181]"
3633,6294,0.0,0.0,0.0,128.0,1,0.0,"[0.7384322341665092,0.26156776583349084]"
3635,4245,0.0,0.0,0.0,112.0,1,0.0,"[0.7469023356714662,0.25309766432853376]"
3643,6061,0.0,0.0,0.0,432.0,1,0.0,"[0.5487689449746619,0.4512310550253381]"
3643,6519,0.0,0.0,0.0,27.0,1,0.0,"[0.7887863315426353,0.21121366845736467]"
3647,5854,0.0,0.0,0.0,80.0,1,0.0,"[0.7632905102446486,0.23670948975535144]"
3681,5776,0.0,0.0,0.0,168.0,1,0.0,"[0.7164720062062849,0.28352799379371507]"
3681,6688,0.0,0.0,0.0,84.0,1,0.0,"[0.7612826215853066,0.23871737841469343]"
3688,206,0.0,0.0,0.0,360.0,1,0.0,"[0.597522247325168,0.402477752674832]"
3692,2783,0.0,0.0,0.0,111.0,1,0.0,"[0.747425652146451,0.25257434785354904]"
3700,5682,0.0,0.0,0.0,45.0,1,0.0,"[0.7803593597913008,0.21964064020869922]"
3702,7064,0.0,0.0,0.0,22.0,1,0.0,"[0.7910847042615426,0.20891529573845735]"
3706,521,0.0,0.0,0.0,199.0,1,0.0,"[0.698707869638138,0.301292130361862]"
3706,1589,0.0,0.0,0.0,398.0,1,0.0,"[0.5719678434044384,0.4280321565955616]"
3706,4132,0.0,0.0,0.0,199.0,1,0.0,"[0.698707869638138,0.301292130361862]"
3706,4911,0.0,0.0,0.0,199.0,1,0.0,"[0.698707869638138,0.301292130361862]"
3721,1469,0.0,0.0,0.0,30.0,1,0.0,"[0.7873984469096164,0.21260155309038364]"
3731,224,0.0,0.0,0.0,258.0,1,0.0,"[0.6632276582609937,0.3367723417390063]"
3731,371,0.0,0.0,0.0,172.0,1,0.0,"[0.7142156723378223,0.28578432766217765]"
3731,419,0.0,0.0,0.0,215.0,1,0.0,"[0.6892958401961987,0.3107041598038013]"
3731,4162,0.0,0.0,0.0,129.0,1,0.0,"[0.7378968183329971,0.26210318166700286]"
