from,to,common_neighbors,jaccard_coefficient,adamic_adar,preferential_attachment,link
1088,4707,0,0.0,0.0,256,0
5122,1650,4,0.031746031746031744,1.2605070979063295,4224,1
4816,2900,0,0.0,0.0,146,1
2447,2876,1,0.0036496350364963502,0.2749075777424936,816,1
685,1611,0,0.0,0.0,50,0
4182,4827,0,0.0,0.0,4,0
1713,2896,0,0.0,0.0,7,0
2189,3726,0,0.0,0.0,99,0
3706,6327,0,0.0,0.0,1592,1
4949,4935,22,0.030942334739803096,7.552284684760319,29022,1
5264,6077,0,0.0,0.0,177,0
3616,1070,0,0.0,0.0,133,1
2722,4043,0,0.0,0.0,180,1
2675,3917,0,0.0,0.0,63,1
3664,3762,1,0.03333333333333333,0.152948702070391,108,0
2359,3859,0,0.0,0.0,7,0
1070,4354,0,0.0,0.0,7,0
5328,3042,4,0.05263157894736842,1.1193195911295968,1551,1
3692,3014,0,0.0,0.0,74,1
6918,5422,1,0.041666666666666664,0.35295612386476116,156,1
3462,2089,1,0.018867924528301886,0.25562221863533147,440,1
5887,4666,1,0.25,1.4426950408889634,6,1
2439,4606,1,0.011494252873563218,0.23617733727628992,567,0
1866,1501,0,0.0,0.0,34,1
1783,3487,0,0.0,0.0,4,0
7112,2129,0,0.0,0.0,1271,1
4310,6777,1,0.025,0.28126641406272834,180,1
3815,261,10,0.11904761904761904,2.6480139867632917,2208,1
672,4833,0,0.0,0.0,836,0
5589,1102,0,0.0,0.0,32,1
3017,6274,0,0.0,0.0,22,1
1860,5992,0,0.0,0.0,42,0
4695,5926,0,0.0,0.0,510,0
2059,6851,1,0.043478260869565216,0.20386217799573403,108,0
5946,5240,3,0.10714285714285714,1.0827606630427107,234,1
52,7044,0,0.0,0.0,42,0
4076,1832,0,0.0,0.0,101,1
3403,677,1,0.09090909090909091,0.7213475204444817,36,1
2605,3950,0,0.0,0.0,224,1
395,2602,0,0.0,0.0,48,0
1273,1661,0,0.0,0.0,3,0
581,2047,0,0.0,0.0,3276,1
5612,6066,0,0.0,0.0,8,0
22,873,0,0.0,0.0,4,0
4588,7027,1,0.2,0.152948702070391,5,0
2887,6457,0,0.0,0.0,1340,1
3401,5276,8,0.01593625498007968,2.76438944808418,20925,1
969,5845,0,0.0,0.0,8,0
4988,5612,0,0.0,0.0,8,0
3916,6378,0,0.0,0.0,2,0
4949,2723,1,0.0014347202295552368,0.19538905998164785,4837,1
6136,5538,7,0.0170316301703163,2.604909475979048,15120,1
1818,2796,0,0.0,0.0,24,0
115,1370,0,0.0,0.0,3,0
2138,2300,0,0.0,0.0,168,0
2386,4537,2,0.4,1.0383673259838582,12,1
459,690,0,0.0,0.0,28,0
1039,2641,0,0.0,0.0,182,1
778,160,3,0.11538461538461539,0.627970218404462,208,1
3932,5715,0,0.0,0.0,2,0
1986,5101,1,0.034482758620689655,0.29401410379520604,189,1
2347,6535,0,0.0,0.0,6,0
4556,2482,0,0.0,0.0,130,1
6136,3855,2,0.005,0.6119984533984605,9072,1
4921,2362,5,0.2,1.505504551044323,209,1
1598,789,0,0.0,0.0,668,1
86,6108,1,0.06666666666666667,0.3284587387530511,64,1
3584,5068,0,0.0,0.0,21,0
4625,5146,0,0.0,0.0,338,0
2451,3075,2,0.024390243902439025,0.4831966466831971,1760,1
1773,4958,1,0.001364256480218281,0.2969742043733701,10080,1
3470,6434,0,0.0,0.0,180,0
2755,6680,0,0.0,0.0,24,0
987,1226,1,0.018518518518518517,0.33380820069533407,714,1
6956,7072,0,0.0,0.0,16,0
1650,3146,3,0.03488372093023256,0.7339336831516616,1518,1
6242,6300,0,0.0,0.0,90,1
5789,5622,4,0.07142857142857142,1.0157065238931466,275,1
261,4744,11,0.1896551724137931,3.1890255013349487,1058,1
2626,4838,0,0.0,0.0,16,0
401,4472,0,0.0,0.0,48,1
68,544,0,0.0,0.0,12,0
3285,904,2,0.010869565217391304,0.3543548500162395,549,1
3432,4027,4,0.08,1.0754829854891599,680,1
4895,4310,10,0.12048192771084337,2.9615802810734193,2052,1
5857,6134,0,0.0,0.0,35,0
1669,4787,0,0.0,0.0,12,0
919,3079,0,0.0,0.0,186,0
6133,6278,0,0.0,0.0,3,0
638,3000,0,0.0,0.0,22,0
4585,6581,0,0.0,0.0,33,0
6055,5683,6,0.23076923076923078,1.7324318435904893,247,1
3401,2835,2,0.00425531914893617,0.33258529275575344,3255,1
1542,5007,14,0.20588235294117646,4.00304111395724,1617,1
6072,4006,1,0.07142857142857142,0.318928988903801,50,1
3968,6044,0,0.0,0.0,81,0
198,4789,0,0.0,0.0,108,0
2179,4620,6,0.05357142857142857,1.4978791645155092,3256,1
93,975,0,0.0,0.0,308,1
2159,6440,0,0.0,0.0,34,0
620,1031,0,0.0,0.0,80,0
6989,1640,1,0.06666666666666667,0.28126641406272834,55,1
5331,5228,5,0.07462686567164178,2.050169930636286,855,1
882,2578,0,0.0,0.0,24,0
180,5179,9,0.2903225806451613,2.788238133254839,400,1
3857,4870,0,0.0,0.0,84,0
2740,5542,3,0.014563106796116505,1.1172352164293897,3088,1
1135,3767,0,0.0,0.0,1,0
1103,4475,0,0.0,0.0,762,1
4487,4791,1,0.038461538461538464,0.24627854581449443,92,0
2392,2520,0,0.0,0.0,60,1
297,3504,0,0.0,0.0,2,0
3775,6365,0,0.0,0.0,16,0
1947,1838,0,0.0,0.0,48,1
449,6916,5,0.14285714285714285,1.2568966582978924,375,1
6059,4634,1,0.014925373134328358,0.5138983423697507,672,1
1389,6522,0,0.0,0.0,5,0
1158,6404,0,0.0,0.0,1505,1
3287,4257,0,0.0,0.0,4,0
251,4302,0,0.0,0.0,6,0
2009,166,22,0.05699481865284974,7.137672150877424,19712,1
5538,775,1,0.023255813953488372,0.24842549839846914,160,1
609,6102,0,0.0,0.0,16,0
1066,6898,1,0.03571428571428571,0.48089834696298783,210,1
10,2587,0,0.0,0.0,1,0
3322,5007,11,0.15714285714285714,3.205561370779222,1568,1
2447,1786,0,0.0,0.0,1360,1
708,5734,0,0.0,0.0,6,0
2589,3916,0,0.0,0.0,16,0
1472,6643,10,0.11494252873563218,3.2000425676266846,1972,1
3706,3743,6,0.02575107296137339,1.827918082953932,7960,1
1394,5346,0,0.0,0.0,17,0
6170,6875,0,0.0,0.0,24,0
2094,6252,0,0.0,0.0,4,0
4929,3004,9,0.32142857142857145,3.8547441847540007,336,1
3359,4603,0,0.0,0.0,8,0
1951,3203,0,0.0,0.0,10,1
669,2416,0,0.0,0.0,4,0
327,5226,1,0.09090909090909091,0.16281242427639875,32,0
2719,1689,0,0.0,0.0,364,1
5976,738,4,0.16666666666666666,1.4471274927889501,195,1
5387,322,1,0.024390243902439025,0.31465798044412485,320,1
4965,5424,0,0.0,0.0,6,0
4119,3796,0,0.0,0.0,28,1
1819,3714,0,0.0,0.0,4,0
1297,3411,0,0.0,0.0,9,0
3498,3840,0,0.0,0.0,280,1
728,799,1,0.05263157894736842,0.22062394912909372,99,0
3047,2895,1,0.020833333333333332,0.265872585674852,528,1
1995,6902,1,0.030303030303030304,0.24842549839846914,189,0
5033,5149,0,0.0,0.0,260,0
3660,4990,0,0.0,0.0,4,1
2677,6811,4,0.09090909090909091,1.0003819884099994,432,1
134,2060,0,0.0,0.0,50,0
2968,6975,0,0.0,0.0,2,0
1955,3375,0,0.0,0.0,42,0
2400,4198,0,0.0,0.0,242,0
4374,5881,1,0.0078125,0.29401410379520604,2754,1
1789,175,0,0.0,0.0,34,1
5017,6125,0,0.0,0.0,21,0
324,1240,0,0.0,0.0,50,0
4266,4658,0,0.0,0.0,6,0
4434,5866,0,0.0,0.0,300,0
6299,6413,0,0.0,0.0,312,1
6464,2262,0,0.0,0.0,808,1
4104,5840,0,0.0,0.0,14,0
660,5303,0,0.0,0.0,65,0
26,2180,1,0.009345794392523364,0.3001016285004131,1547,1
2168,4887,2,0.028985507246376812,0.6431805516263966,988,0
4188,6858,0,0.0,0.0,48,0
3670,3827,0,0.0,0.0,8,0
1725,5072,0,0.0,0.0,9,0
2521,1705,0,0.0,0.0,6,1
2179,3520,6,0.04411764705882353,1.7099752721662989,5032,1
6106,6248,0,0.0,0.0,1,0
1785,5940,0,0.0,0.0,9,0
3785,4490,0,0.0,0.0,6,0
2399,3172,0,0.0,0.0,98,1
4024,2463,1,0.04,0.40242960438184466,105,1
1382,3487,0,0.0,0.0,42,1
1012,4460,0,0.0,0.0,6,0
1964,4973,0,0.0,0.0,260,0
5555,302,1,0.021739130434782608,0.17190663415246227,370,1
4374,3259,0,0.0,0.0,918,1
3401,1134,1,0.0021141649048625794,0.18085049725270286,4185,1
3900,4287,2,0.07142857142857142,0.5285903602730868,209,1
1121,4494,0,0.0,0.0,20,0
1506,2593,0,0.0,0.0,8,0
2653,4231,0,0.0,0.0,6,0
4374,1168,8,0.07017543859649122,1.9253437020863924,2040,1
2044,2189,3,0.06666666666666667,0.9417699717381733,407,1
3800,4134,0,0.0,0.0,16,0
1726,6966,0,0.0,0.0,8,0
1877,6439,0,0.0,0.0,45,0
2845,1237,17,0.1452991452991453,4.280524390479965,2968,1
3535,5698,0,0.0,0.0,5,0
2806,6749,0,0.0,0.0,12,0
6091,6204,0,0.0,0.0,50,0
4949,4447,0,0.0,0.0,691,1
415,3822,0,0.0,0.0,30,0
1531,4310,0,0.0,0.0,36,0
4282,2001,1,0.023809523809523808,0.2611892565642242,352,1
2049,4931,0,0.0,0.0,480,0
1598,1495,1,0.00558659217877095,0.152948702070391,2171,1
6756,4887,6,0.14634146341463414,1.6112959536760705,532,1
1445,1901,0,0.0,0.0,36,0
843,1542,0,0.0,0.0,66,0
42,1804,0,0.0,0.0,184,0
1403,4618,0,0.0,0.0,6,0
2029,4474,1,0.125,0.22168724132403095,20,1
3938,6243,0,0.0,0.0,18,0
761,2222,0,0.0,0.0,4,0
2909,1557,1,0.03333333333333333,0.3789231816899512,240,1
4949,5482,0,0.0,0.0,2764,1
5442,6449,0,0.0,0.0,24,0
295,5742,0,0.0,0.0,5,0
1103,3155,1,0.0038910505836575876,0.19195751186603457,1016,1
2381,3138,1,0.013333333333333334,0.5138983423697507,1120,1
333,6913,0,0.0,0.0,6,0
3401,6290,0,0.0,0.0,1395,1
3892,3960,8,0.4444444444444444,2.6259181791307338,165,1
4949,2809,5,0.0071633237822349575,1.3982529950103948,8292,1
2326,2500,0,0.0,0.0,48,0
246,2122,1,0.2,0.15199298032191702,8,0
1143,3889,0,0.0,0.0,9,0
4911,6874,0,0.0,0.0,2,0
2453,5389,0,0.0,0.0,68,0
5075,5793,0,0.0,0.0,18,0
2014,6762,2,0.03508771929824561,0.5197157954711701,660,1
2424,3457,0,0.0,0.0,77,0
4313,4468,0,0.0,0.0,40,0
6438,6214,3,0.09375,1.3380640695242825,300,1
3529,4338,0,0.0,0.0,20,0
4191,2403,5,0.04854368932038835,1.097515003636131,2516,1
26,6511,1,0.010869565217391304,0.152948702070391,182,0
2872,4895,4,0.034782608695652174,0.9349872036860485,3534,1
6890,7033,1,0.125,0.29401410379520604,20,1
2476,5198,0,0.0,0.0,75,1
24,5906,2,0.015037593984962405,0.5145356502211156,1586,1
2523,4692,0,0.0,0.0,150,0
2168,6685,0,0.0,0.0,312,0
1172,4192,0,0.0,0.0,4,0
972,6057,1,0.016129032258064516,0.45511961331341866,290,1
23,2362,0,0.0,0.0,638,0
5292,621,2,0.04,0.870769592214268,480,1
3000,5914,0,0.0,0.0,4,0
166,5625,0,0.0,0.0,352,1
1715,2413,0,0.0,0.0,80,0
1744,5901,0,0.0,0.0,8,1
1598,2945,0,0.0,0.0,1503,1
2588,5388,2,0.041666666666666664,0.5404096569294923,336,1
5969,2945,0,0.0,0.0,972,1
2732,3508,4,0.013605442176870748,1.653056595800349,5560,1
6926,3065,2,0.058823529411764705,0.4213188841339983,260,1
3285,4985,1,0.005291005291005291,0.2023618696943225,1281,1
4407,5573,0,0.0,0.0,30,0
4293,6014,0,0.0,0.0,465,1
6606,1650,4,0.04878048780487805,1.1803394433970622,1320,1
1336,1761,0,0.0,0.0,98,1
4191,2692,3,0.033707865168539325,0.616908912597349,1332,1
807,3719,0,0.0,0.0,248,1
1527,5974,0,0.0,0.0,125,0
579,1097,0,0.0,0.0,52,0
2092,2132,0,0.0,0.0,6,0
292,5272,0,0.0,0.0,10,0
1442,5111,0,0.0,0.0,168,1
796,4777,0,0.0,0.0,32,0
5969,3797,2,0.015873015873015872,0.506845343947755,2160,1
1022,4331,0,0.0,0.0,4,0
682,1403,0,0.0,0.0,8,0
1652,2988,0,0.0,0.0,2,0
5362,3187,4,0.0975609756097561,1.339273319751379,494,1
423,6858,5,0.29411764705882354,1.8594085369003883,120,1
507,6811,3,0.04838709677419355,0.8170226135226427,636,1
3494,6357,0,0.0,0.0,294,0
1442,1124,1,0.016666666666666666,0.318928988903801,280,1
1017,2937,0,0.0,0.0,6,0
2304,1759,0,0.0,0.0,50,1
3746,5107,0,0.0,0.0,13,0
6943,3720,0,0.0,0.0,54,1
3169,3696,0,0.0,0.0,80,0
1556,1617,0,0.0,0.0,6,0
293,5258,0,0.0,0.0,2,0
825,1594,0,0.0,0.0,25,0
2447,3649,2,0.007272727272727273,0.5897227805554295,1360,1
5446,5301,0,0.0,0.0,1260,1
4406,552,3,0.01507537688442211,0.9213771458514988,3640,1
3342,6489,0,0.0,0.0,207,1
1305,1309,0,0.0,0.0,2,0
328,353,0,0.0,0.0,12,0
2566,1462,1,0.03125,0.19538905998164785,260,1
579,368,2,0.021739130434782608,0.47226265829572,1768,1
2832,4427,0,0.0,0.0,216,0
2504,6358,1,0.014285714285714285,0.24044917348149392,1150,1
1924,931,3,0.009174311926605505,0.6107210099017384,4424,1
3706,5933,0,0.0,0.0,398,1
1157,7030,0,0.0,0.0,77,0
2862,3146,0,0.0,0.0,138,0
1414,4902,0,0.0,0.0,1130,1
6022,340,1,0.05263157894736842,0.33380820069533407,84,1
4191,4510,3,0.03488372093023256,0.5463123618822741,1110,1
578,6157,0,0.0,0.0,3,0
5641,2825,7,0.06542056074766354,1.875779153572834,1485,1
6588,6968,2,0.047619047619047616,0.6175295569438786,459,1
6853,4382,1,0.012195121951219513,0.2969742043733701,792,1
3806,5334,0,0.0,0.0,42,1
1130,6574,0,0.0,0.0,1,0
6424,5271,1,0.03225806451612903,0.40242960438184466,156,1
6529,5926,5,0.2777777777777778,1.9985496790253439,130,1
665,5628,1,0.018518518518518517,0.24136313830927508,736,1
306,1548,0,0.0,0.0,52,0
6178,5367,2,0.06451612903225806,0.629554748312527,272,1
4374,5947,1,0.009433962264150943,0.3789231816899512,510,1
358,6246,0,0.0,0.0,385,1
4300,5847,0,0.0,0.0,4,0
4492,5520,1,0.1111111111111111,0.48089834696298783,16,1
6716,6118,2,0.011235955056179775,0.3536065942170245,3875,1
4059,5911,0,0.0,0.0,14,0
1773,2833,2,0.0027210884353741495,0.5747372845675456,12240,1
4626,5573,0,0.0,0.0,30,0
3764,4332,0,0.0,0.0,1,0
6831,6952,0,0.0,0.0,80,0
1481,1637,1,0.015384615384615385,0.22630370469475658,560,1
5995,6186,0,0.0,0.0,200,0
1601,6029,1,0.02,0.5581106265512472,270,1
1541,1610,0,0.0,0.0,1,0
129,6828,0,0.0,0.0,6,0
745,5160,0,0.0,0.0,288,0
1284,4604,0,0.0,0.0,7,1
4503,5404,0,0.0,0.0,66,0
2265,3532,0,0.0,0.0,117,0
4215,6233,0,0.0,0.0,20,0
3597,4513,0,0.0,0.0,90,0
6167,6259,0,0.0,0.0,2,0
2779,709,0,0.0,0.0,255,1
2251,4309,0,0.0,0.0,20,0
2891,6764,0,0.0,0.0,15,0
6135,7086,0,0.0,0.0,22,0
2009,4875,1,0.01639344262295082,0.2162174871877535,336,0
6404,1110,2,0.0392156862745098,0.5979410387024373,630,1
4011,6617,0,0.0,0.0,2,0
3097,6055,9,0.12162162162162163,3.3343169385564564,1216,1
91,3781,0,0.0,0.0,20,1
5945,904,2,0.014184397163120567,0.3439504921879516,420,1
6315,2399,1,0.017857142857142856,0.17838660519470398,602,1
2719,6094,0,0.0,0.0,637,1
5333,2371,0,0.0,0.0,165,1
2704,4132,0,0.0,0.0,2,0
5212,5388,0,0.0,0.0,32,1
4016,515,0,0.0,0.0,904,1
7119,675,4,0.036036036036036036,1.1002359535647026,1500,1
1873,7063,0,0.0,0.0,50,0
3768,3888,0,0.0,0.0,5,0
2524,5972,1,0.07142857142857142,0.318928988903801,44,1
6762,3618,0,0.0,0.0,135,1
4079,6882,0,0.0,0.0,36,0
443,3512,0,0.0,0.0,8,0
1012,3970,0,0.0,0.0,38,0
5253,4791,3,0.08571428571428572,1.0704442729690262,345,1
3334,4325,0,0.0,0.0,25,0
5394,3738,0,0.0,0.0,30,1
5367,5214,0,0.0,0.0,357,1
2950,7113,0,0.0,0.0,8,0
6643,897,0,0.0,0.0,290,1
4935,1944,3,0.06,0.5801861929245022,462,1
1139,5380,0,0.0,0.0,3,0
4439,6626,0,0.0,0.0,74,0
6121,4885,0,0.0,0.0,141,1
1699,2577,5,0.10869565217391304,1.4154507147165682,578,1
2928,2732,29,0.0847953216374269,9.609173843024292,25854,1
6968,1765,4,0.12121212121212122,1.2218348239158612,270,1
2997,4366,2,0.012738853503184714,0.5573206072922059,3240,1
3520,6753,0,0.0,0.0,816,1
4330,1735,1,0.020833333333333332,0.2442393366759723,138,1
3330,3368,0,0.0,0.0,11,0
2857,3764,0,0.0,0.0,20,0
1773,2138,3,0.00411522633744856,0.731217677471071,8640,1
2159,5531,0,0.0,0.0,1,0
5269,942,1,0.006289308176100629,0.20386217799573403,1911,1
197,2287,0,0.0,0.0,42,1
5605,6527,0,0.0,0.0,12,0
559,166,4,0.011019283746556474,1.2581679774712586,5280,1
3199,6618,0,0.0,0.0,25,0
7029,6804,0,0.0,0.0,84,1
2451,5836,0,0.0,0.0,352,0
4404,6131,0,0.0,0.0,224,1
4401,5934,0,0.0,0.0,44,0
1042,3173,2,0.02631578947368421,0.4523382311665232,1037,0
2580,3425,3,0.06382978723404255,0.8856533797509976,576,1
826,4496,0,0.0,0.0,6,0
3453,139,1,0.047619047619047616,0.2835784920513334,40,1
5359,7016,0,0.0,0.0,1,0
844,5469,0,0.0,0.0,24,0
5100,4439,6,0.05084745762711865,1.6569965263462385,3700,1
2726,5539,0,0.0,0.0,36,1
1103,5413,1,0.0038910505836575876,0.16281242427639875,1016,1
1774,5038,4,0.07692307692307693,1.0877186699053452,759,1
4356,2163,0,0.0,0.0,140,1
5820,6037,0,0.0,0.0,4,0
4925,7041,0,0.0,0.0,44,0
530,5567,0,0.0,0.0,110,0
6321,7062,3,0.21428571428571427,1.1827392152852936,60,1
408,3115,1,0.05263157894736842,0.36926937306885504,51,1
5882,2508,1,0.02702702702702703,0.3459762562611936,280,1
4801,5746,0,0.0,0.0,192,0
3401,5826,3,0.006329113924050633,0.5891632331395589,5580,1
3792,4070,0,0.0,0.0,34,0
3079,2808,0,0.0,0.0,204,1
6136,907,0,0.0,0.0,2268,1
2247,4916,0,0.0,0.0,442,0
1365,3156,0,0.0,0.0,16,0
6121,5897,0,0.0,0.0,141,1
395,6074,0,0.0,0.0,300,0
5555,1713,0,0.0,0.0,259,1
2754,5448,0,0.0,0.0,135,0
694,5325,0,0.0,0.0,30,0
5318,2825,3,0.029411764705882353,0.8285814898947825,594,1
5911,4348,0,0.0,0.0,28,1
1103,5826,1,0.0037735849056603774,0.16281242427639875,3048,1
1598,2895,0,0.0,0.0,2672,1
2832,419,2,0.06666666666666667,0.6978521705937522,135,1
330,2263,0,0.0,0.0,124,0
1979,5558,1,0.07142857142857142,0.152948702070391,26,0
4735,2763,0,0.0,0.0,2,1
2447,6052,0,0.0,0.0,1904,1
3301,5803,0,0.0,0.0,10,0
1107,6464,0,0.0,0.0,56,0
3363,3292,4,0.21052631578947367,1.6664524786626143,90,1
6686,7019,0,0.0,0.0,4,0
929,1404,0,0.0,0.0,42,1
6991,1404,0,0.0,0.0,378,1
2057,3576,0,0.0,0.0,16,0
7007,3596,1,0.027777777777777776,0.1805923124338364,336,1
4240,1702,6,0.125,1.4980640762585067,693,1
4265,4632,0,0.0,0.0,437,0
1473,6807,1,0.047619047619047616,0.15199298032191702,57,0
1773,727,5,0.006858710562414266,2.027799951297712,10080,1
6114,189,3,0.08823529411764706,0.8478703263916822,300,1
2499,5144,0,0.0,0.0,1,0
3263,4388,0,0.0,0.0,18,0
53,6759,0,0.0,0.0,45,0
2939,4831,0,0.0,0.0,14,0
199,6908,0,0.0,0.0,14,0
2110,2892,0,0.0,0.0,4,1
5412,7124,0,0.0,0.0,63,0
765,4047,0,0.0,0.0,1,0
2524,1575,0,0.0,0.0,44,1
1726,3988,0,0.0,0.0,56,0
23,2166,0,0.0,0.0,1508,1
484,1564,0,0.0,0.0,7,0
1965,2709,0,0.0,0.0,68,0
6944,4173,6,0.08695652173913043,1.5032280909021136,1274,1
3401,3495,3,0.006342494714587738,1.2670501066929623,5115,1
1615,4620,4,0.05970149253731343,1.1706544300884991,1188,1
1493,2778,0,0.0,0.0,36,0
364,6544,0,0.0,0.0,36,0
5345,6532,0,0.0,0.0,780,1
6812,5122,7,0.07216494845360824,1.6484655589486887,2560,1
380,5540,0,0.0,0.0,48,1
1281,1392,0,0.0,0.0,34,0
545,1849,0,0.0,0.0,23,0
933,2877,0,0.0,0.0,88,0
1850,4420,1,0.03225806451612903,0.31066746727980593,240,1
1851,2152,0,0.0,0.0,4,0
6892,696,0,0.0,0.0,10,1
660,1884,0,0.0,0.0,10,0
5857,4457,1,0.02564102564102564,0.9102392266268373,175,1
2107,3903,0,0.0,0.0,56,1
2490,7108,0,0.0,0.0,252,0
5304,2224,0,0.0,0.0,42,1
3401,422,2,0.004273504273504274,0.5059048259351522,2325,1
5246,6581,0,0.0,0.0,6,0
1650,719,5,0.05813953488372093,1.4655951587598635,1650,1
5428,2859,2,0.015625,0.3741229694258904,976,1
4093,4251,0,0.0,0.0,24,0
6591,6842,0,0.0,0.0,30,0
433,4310,0,0.0,0.0,576,0
489,3908,0,0.0,0.0,32,0
546,4946,0,0.0,0.0,50,1
4324,6347,0,0.0,0.0,38,0
5659,6755,0,0.0,0.0,192,0
4048,5679,0,0.0,0.0,3,0
400,5049,0,0.0,0.0,63,1
2275,3686,0,0.0,0.0,76,0
3706,5654,1,0.004830917874396135,0.17054278655205474,1791,1
269,3396,1,0.08333333333333333,0.152948702070391,30,0
343,4974,0,0.0,0.0,110,0
142,1723,9,0.1956521739130435,3.3050085286954003,736,1
3871,6647,0,0.0,0.0,4,0
1312,3818,0,0.0,0.0,20,1
94,6077,3,0.0375,0.5528875897368427,1416,1
1593,6681,0,0.0,0.0,112,1
5848,2975,2,0.03773584905660377,0.4947732891994484,700,1
995,1084,0,0.0,0.0,104,0
3378,3807,1,0.08333333333333333,0.152948702070391,12,0
6326,6776,0,0.0,0.0,1072,0
3240,3592,0,0.0,0.0,42,0
707,5345,0,0.0,0.0,130,0
4949,859,5,0.006868131868131868,1.135088239002713,29022,1
2553,2254,8,0.25,2.196367209350489,351,1
6853,526,3,0.030303030303030304,1.0904638640146889,2160,1
1024,2315,0,0.0,0.0,3,0
702,1666,0,0.0,0.0,62,0
3726,4710,2,0.07142857142857142,0.33064367829529046,189,0
4935,894,3,0.06666666666666667,0.6379935562265603,252,1
399,5616,2,0.029850746268656716,0.4637389855093138,728,1
2069,5291,0,0.0,0.0,52,0
4540,6286,0,0.0,0.0,44,0
2329,6540,1,0.043478260869565216,0.1913602136571693,80,0
4140,1224,2,0.020833333333333332,0.47421526302633477,637,1
942,2556,0,0.0,0.0,13,0
1257,2537,0,0.0,0.0,5,0
2201,1302,0,0.0,0.0,612,1
2184,2085,0,0.0,0.0,888,1
5013,5260,0,0.0,0.0,15,0
3991,1094,2,0.03333333333333333,0.3843997607773169,600,1
2212,5595,0,0.0,0.0,432,0
4338,6119,0,0.0,0.0,35,0
1698,6050,0,0.0,0.0,26,0
6745,2209,2,0.15384615384615385,0.8513268733274981,56,1
3717,5487,0,0.0,0.0,4,0
3388,4609,0,0.0,0.0,8,0
1650,6091,7,0.08333333333333333,1.8210910409251797,1650,1
30,2345,16,0.0851063829787234,4.207126075456653,6179,1
3413,5349,0,0.0,0.0,72,0
3401,4896,1,0.002136752136752137,0.16849500042276702,1860,1
6136,733,15,0.03865979381443299,7.28441904810028,9450,1
4967,2874,0,0.0,0.0,28,1
277,1561,0,0.0,0.0,8,0
3706,3894,1,0.0047169811320754715,0.17054278655205474,2786,1
924,4080,0,0.0,0.0,64,0
2957,3434,0,0.0,0.0,22,0
6740,6614,0,0.0,0.0,54,1
1874,3192,0,0.0,0.0,26,0
3196,6584,0,0.0,0.0,14,0
2764,3900,0,0.0,0.0,76,1
1334,6465,7,0.08433734939759036,1.8427940294005665,1881,1
23,5451,28,0.32941176470588235,8.140352496144608,3190,1
23,4161,0,0.0,0.0,870,1
4498,5167,1,0.5,0.152948702070391,2,0
2989,2389,4,0.2222222222222222,1.5333892336946058,121,1
3706,6535,1,0.004975124378109453,0.1913602136571693,597,1
5724,3069,0,0.0,0.0,72,1
6186,6590,1,0.05,0.19538905998164785,110,1
6808,2956,1,0.012195121951219513,0.17190663415246227,600,1
2201,7117,1,0.009345794392523364,0.28599966750267436,612,1
755,3581,1,0.09090909090909091,0.19195751186603457,27,0
4196,3969,2,0.008264462809917356,0.5743122416715991,3003,1
4539,6641,0,0.0,0.0,3,0
1106,4121,0,0.0,0.0,210,0
5446,85,0,0.0,0.0,360,1
6033,6015,1,0.019230769230769232,0.5581106265512472,196,1
2443,4676,0,0.0,0.0,28,0
2478,4135,0,0.0,0.0,11,0
4949,6279,1,0.0014367816091954023,0.20851619571212315,4146,1
721,1545,0,0.0,0.0,16,0
3583,5938,0,0.0,0.0,2,0
4949,2138,4,0.005722460658082976,0.8919180275126539,8292,1
2811,1044,0,0.0,0.0,360,1
2464,3598,1,0.04,0.19931118704250333,105,0
690,5261,0,0.0,0.0,70,1
6808,3450,3,0.037037037037037035,1.0930778573880622,675,1
28,7047,0,0.0,0.0,2,0
5749,7083,0,0.0,0.0,60,0
2061,2738,0,0.0,0.0,1782,0
857,1197,0,0.0,0.0,5,0
4999,7001,0,0.0,0.0,5,0
2620,6544,0,0.0,0.0,12,0
1146,3618,0,0.0,0.0,117,0
6716,5333,10,0.056179775280898875,2.5915388240093966,5115,1
5393,5786,3,0.037037037037037035,0.8275864208375852,1088,1
546,599,0,0.0,0.0,75,1
5367,6986,2,0.05128205128205128,0.5102315909829596,408,1
2217,3715,1,0.045454545454545456,0.152948702070391,132,1
1699,2769,6,0.15,1.6285352679650782,408,1
901,1638,0,0.0,0.0,342,0
4949,4143,4,0.005625879043600563,1.0718055999795821,16584,1
5525,7099,0,0.0,0.0,20,0
2295,4017,0,0.0,0.0,26,0
2680,5262,0,0.0,0.0,176,1
380,6420,0,0.0,0.0,96,0
3761,6109,0,0.0,0.0,16,0
3532,5354,0,0.0,0.0,702,1
372,6058,5,0.045871559633027525,1.28590845178309,1953,1
302,5538,1,0.02040816326530612,0.17190663415246227,400,1
4752,4786,0,0.0,0.0,15,0
7069,3026,3,0.03529411764705882,0.6525259898990377,1095,1
2608,5659,0,0.0,0.0,6,0
1773,972,4,0.00516795865633075,1.1764011420348277,41760,1
61,5735,0,0.0,0.0,5,0
4809,5846,0,0.0,0.0,90,0
4604,5136,0,0.0,0.0,3,0
4949,2497,0,0.0,0.0,8292,1
3483,3745,0,0.0,0.0,10,0
1830,3883,0,0.0,0.0,4,0
923,1768,1,0.1,0.3001016285004131,30,0
4406,251,1,0.005434782608695652,0.21153331149217683,546,1
2127,5213,0,0.0,0.0,4,0
527,4865,0,0.0,0.0,20,0
1097,3071,0,0.0,0.0,4,0
