from,to,common_neighbors,jaccard_coefficient,adamic_adar,preferential_attachment,link,prediction,probability
6174,5465,0,0.0,0.0,30,1,0,0.11706486
3253,1969,0,0.0,0.0,120,1,0,0.37239057
5389,3669,0,0.0,0.0,136,1,0,0.40120384
1298,3644,0,0.0,0.0,32,1,0,0.12348837
3410,2273,0,0.0,0.0,24,1,0,0.09950896
6026,3919,0,0.0,0.0,106,1,0,0.342186
6263,4407,0,0.0,0.0,21,1,0,0.09163984
832,2551,0,0.0,0.0,100,1,0,0.3256736
1650,4805,0,0.0,0.0,132,1,0,0.3939276
3231,3305,0,0.0,0.0,80,1,0,0.27382088
3181,6712,0,0.0,0.0,130,1,0,0.39030674
587,154,1,0.03571428571428571,0.152948702070391,180,1,0,0.45093334
6237,4643,0,0.0,0.0,80,1,0,0.27382088
474,3679,0,0.0,0.0,90,1,0,0.2991036
749,1807,0,0.0,0.0,160,1,0,0.43935037
1529,4303,0,0.0,0.0,195,1,0,0.48131642
525,4757,0,0.0,0.0,8,1,0,0.06365717
3338,2255,0,0.0,0.0,34,1,0,0.1302125
511,1365,0,0.0,0.0,28,1,0,0.11093289
5521,4536,0,0.0,0.0,99,1,0,0.32296187
1859,873,0,0.0,0.0,50,1,0,0.19341487
2901,5486,0,0.0,0.0,14,1,0,0.075417444
1396,393,0,0.0,0.0,135,1,0,0.39938042
4573,6712,0,0.0,0.0,25,1,0,0.10226297
4014,5820,0,0.0,0.0,10,1,0,0.06737377
7051,3029,0,0.0,0.0,28,1,0,0.11093289
3967,4185,0,0.0,0.0,126,1,0,0.38310167
3219,2878,0,0.0,0.0,69,1,0,0.24273588
4825,5719,0,0.0,0.0,32,1,0,0.12348837
2945,2611,0,0.0,0.0,9,1,0,0.06549096
809,2884,0,0.0,0.0,32,1,0,0.12348837
368,4323,0,0.0,0.0,204,1,0,0.49217466
93,6437,0,0.0,0.0,154,1,0,0.4321967
4557,3625,0,0.0,0.0,56,1,0,0.2092662
134,351,0,0.0,0.0,110,1,0,0.3511641
5045,2613,0,0.0,0.0,8,1,0,0.06365717
4640,4985,0,0.0,0.0,63,1,0,0.22685142
2669,6667,0,0.0,0.0,62,1,0,0.2242767
6680,1728,0,0.0,0.0,12,1,0,0.07129103
4477,5165,1,0.047619047619047616,0.17054278655205474,120,1,0,0.39000806
1842,5980,0,0.0,0.0,55,1,0,0.20683764
6980,6015,0,0.0,0.0,48,1,0,0.18633185
4723,6038,0,0.0,0.0,99,1,0,0.32296187
3563,1695,0,0.0,0.0,72,1,0,0.25095627
59,5976,0,0.0,0.0,39,1,0,0.14839143
6254,1868,0,0.0,0.0,84,1,0,0.28377318
2212,3215,0,0.0,0.0,72,1,0,0.25095627
5927,5450,0,0.0,0.0,78,1,0,0.26794368
5872,5879,0,0.0,0.0,126,1,0,0.38310167
4112,2784,0,0.0,0.0,108,1,0,0.34680948
5146,1479,0,0.0,0.0,26,1,0,0.105084054
3564,4306,0,0.0,0.0,20,1,0,0.08914354
482,1700,0,0.0,0.0,4,1,0,0.056790743
506,593,0,0.0,0.0,154,1,0,0.4321967
5475,3319,0,0.0,0.0,162,1,0,0.4417309
3279,1916,0,0.0,0.0,42,1,0,0.16027392
3880,4771,0,0.0,0.0,20,1,0,0.08914354
546,5324,0,0.0,0.0,100,1,0,0.3256736
1673,1438,0,0.0,0.0,96,1,0,0.31489792
3527,6056,0,0.0,0.0,164,1,0,0.44411418
3839,6732,0,0.0,0.0,75,1,0,0.25935948
2550,3769,0,0.0,0.0,20,1,0,0.08914354
2464,4614,0,0.0,0.0,189,1,0,0.47408688
2235,5366,0,0.0,0.0,114,1,0,0.35994762
607,4825,0,0.0,0.0,120,1,0,0.37239057
3801,3467,0,0.0,0.0,75,1,0,0.25935948
5366,2561,0,0.0,0.0,76,1,0,0.26220104
4844,5646,0,0.0,0.0,36,1,0,0.13724567
6202,6454,0,0.0,0.0,42,1,0,0.16027392
2700,1554,0,0.0,0.0,126,1,0,0.38310167
4641,1748,0,0.0,0.0,88,1,0,0.29394072
5366,3372,0,0.0,0.0,190,1,0,0.47529107
6213,2812,0,0.0,0.0,40,1,0,0.15226923
1781,1358,0,0.0,0.0,156,1,0,0.43459767
2605,5295,0,0.0,0.0,112,1,0,0.3555436
2665,6348,0,0.0,0.0,69,1,0,0.24273588
5124,2142,0,0.0,0.0,3,1,0,0.05518617
1231,7103,0,0.0,0.0,18,1,0,0.0843346
4194,4919,0,0.0,0.0,30,1,0,0.11706486
198,5858,0,0.0,0.0,54,1,0,0.20442998
6113,1949,0,0.0,0.0,35,1,0,0.13369006
6986,4019,0,0.0,0.0,48,1,0,0.18633185
1898,7001,2,0.3333333333333333,0.35265087246855054,15,1,0,0.0794993
3549,6167,0,0.0,0.0,10,1,0,0.06737377
5797,959,0,0.0,0.0,33,1,0,0.12681237
3017,6706,0,0.0,0.0,176,1,0,0.45846394
3829,5080,0,0.0,0.0,60,1,0,0.21918955
4962,2685,0,0.0,0.0,54,1,0,0.20442998
2402,6084,0,0.0,0.0,110,1,0,0.3511641
5619,6073,0,0.0,0.0,170,1,0,0.45127892
6871,5879,0,0.0,0.0,36,1,0,0.13724567
1990,1484,0,0.0,0.0,143,1,0,0.41394594
1914,6975,0,0.0,0.0,12,1,0,0.07129103
4572,6737,0,0.0,0.0,156,1,0,0.43459767
567,942,0,0.0,0.0,169,1,0,0.4500833
68,2323,0,0.0,0.0,100,1,0,0.3256736
2397,3356,0,0.0,0.0,3,1,0,0.05518617
186,5986,1,0.045454545454545456,0.17054278655205474,102,1,0,0.3745844
6388,3906,0,0.0,0.0,40,1,0,0.15226923
3582,2519,0,0.0,0.0,12,1,0,0.07129103
1911,5170,0,0.0,0.0,63,1,0,0.22685142
6854,5211,0,0.0,0.0,6,1,0,0.06013226
4506,3668,0,0.0,0.0,168,1,0,0.4488883
2270,2544,0,0.0,0.0,92,1,0,0.30431786
4799,3009,0,0.0,0.0,36,1,0,0.13724567
44,948,0,0.0,0.0,70,1,0,0.24545546
2989,6972,0,0.0,0.0,88,1,0,0.29394072
936,1345,0,0.0,0.0,84,1,0,0.28377318
1717,2037,0,0.0,0.0,152,1,0,0.4297416
728,3771,0,0.0,0.0,121,1,0,0.37416738
2392,2982,0,0.0,0.0,96,1,0,0.31489792
5537,6484,0,0.0,0.0,165,1,0,0.44530672
4444,1187,0,0.0,0.0,182,1,0,0.46566626
7051,6105,0,0.0,0.0,28,1,0,0.11093289
2304,5098,0,0.0,0.0,150,1,0,0.42646953
1115,4728,0,0.0,0.0,36,1,0,0.13724567
6038,1837,0,0.0,0.0,44,1,0,0.16861594
132,1124,0,0.0,0.0,50,1,0,0.19341487
2215,5954,0,0.0,0.0,47,1,0,0.18177229
1546,6629,0,0.0,0.0,42,1,0,0.16027392
3830,2501,0,0.0,0.0,75,1,0,0.25935948
7106,2239,0,0.0,0.0,40,1,0,0.15226923
3777,5834,0,0.0,0.0,176,1,0,0.45846394
6205,1635,0,0.0,0.0,120,1,0,0.37239057
2662,1157,0,0.0,0.0,56,1,0,0.2092662
1947,7002,0,0.0,0.0,96,1,0,0.31489792
2728,862,0,0.0,0.0,40,1,0,0.15226923
5322,1320,0,0.0,0.0,154,1,0,0.4321967
4947,4726,0,0.0,0.0,10,1,0,0.06737377
3894,3449,0,0.0,0.0,42,1,0,0.16027392
1429,3735,0,0.0,0.0,180,1,0,0.46326372
3826,2866,0,0.0,0.0,16,1,0,0.07976234
3615,5246,0,0.0,0.0,28,1,0,0.11093289
1970,2622,0,0.0,0.0,25,1,0,0.10226297
7029,7034,0,0.0,0.0,42,1,0,0.16027392
5785,6829,0,0.0,0.0,35,1,0,0.13369006
5949,911,0,0.0,0.0,80,1,0,0.27382088
7055,3539,0,0.0,0.0,186,1,0,0.4704759
926,4457,0,0.0,0.0,35,1,0,0.13369006
1141,1560,0,0.0,0.0,96,1,0,0.31489792
6280,3170,0,0.0,0.0,148,1,0,0.4230757
395,6861,0,0.0,0.0,36,1,0,0.13724567
219,227,0,0.0,0.0,90,1,0,0.2991036
2357,2730,0,0.0,0.0,24,1,0,0.09950896
5589,2789,0,0.0,0.0,8,1,0,0.06365717
3999,3965,0,0.0,0.0,49,1,0,0.19024323
1119,4656,0,0.0,0.0,204,1,0,0.49217466
3645,2520,0,0.0,0.0,100,1,0,0.3256736
4563,4899,0,0.0,0.0,12,1,0,0.07129103
2687,5098,0,0.0,0.0,30,1,0,0.11706486
207,6893,0,0.0,0.0,5,1,0,0.058439072
324,4693,0,0.0,0.0,35,1,0,0.13369006
6196,3909,0,0.0,0.0,15,1,0,0.07756196
42,2128,0,0.0,0.0,16,1,0,0.07976234
5241,7025,0,0.0,0.0,22,1,0,0.09419865
2508,460,0,0.0,0.0,160,1,0,0.43935037
5612,459,0,0.0,0.0,32,1,0,0.12348837
2203,1221,0,0.0,0.0,99,1,0,0.32296187
3707,3611,0,0.0,0.0,2,1,0,0.053624343
469,4159,0,0.0,0.0,42,1,0,0.16027392
2997,4749,0,0.0,0.0,135,1,0,0.39938042
1553,5049,0,0.0,0.0,126,1,0,0.38310167
2654,4754,0,0.0,0.0,118,1,0,0.36882603
4187,920,0,0.0,0.0,136,1,0,0.40120384
15,1162,0,0.0,0.0,65,1,0,0.2320633
4536,3879,0,0.0,0.0,18,1,0,0.0843346
1591,429,0,0.0,0.0,93,1,0,0.30694407
6448,3630,0,0.0,0.0,60,1,0,0.21918955
4799,4044,0,0.0,0.0,54,1,0,0.20442998
493,6439,0,0.0,0.0,177,1,0,0.45966324
3490,5898,0,0.0,0.0,150,1,0,0.42646953
1657,2238,0,0.0,0.0,6,1,0,0.06013226
5351,4267,0,0.0,0.0,85,1,0,0.28629526
3760,4645,0,0.0,0.0,73,1,0,0.25373712
3498,645,0,0.0,0.0,40,1,0,0.15226923
5333,2171,0,0.0,0.0,99,1,0,0.32296187
3861,5008,0,0.0,0.0,2,1,0,0.053624343
3166,6947,0,0.0,0.0,176,1,0,0.45846394
3076,5769,0,0.0,0.0,30,1,0,0.11706486
5812,1249,0,0.0,0.0,22,1,0,0.09419865
2805,5940,0,0.0,0.0,69,1,0,0.24273588
1162,6610,0,0.0,0.0,13,1,0,0.07332752
5394,1805,0,0.0,0.0,60,1,0,0.21918955
2201,5220,0,0.0,0.0,102,1,0,0.3311322
2248,4469,0,0.0,0.0,108,1,0,0.34680948
7119,5060,0,0.0,0.0,30,1,0,0.11706486
3955,2073,0,0.0,0.0,2,1,0,0.053624343
2204,3972,0,0.0,0.0,24,1,0,0.09950896
1970,6156,0,0.0,0.0,20,1,0,0.08914354
5995,2936,0,0.0,0.0,80,1,0,0.27382088
2495,1207,0,0.0,0.0,92,1,0,0.30431786
3596,7012,0,0.0,0.0,144,1,0,0.4157673
2376,4362,0,0.0,0.0,50,1,0,0.19341487
3160,2628,0,0.0,0.0,24,1,0,0.09950896
5040,6097,0,0.0,0.0,16,1,0,0.07976234
6701,2729,0,0.0,0.0,12,1,0,0.07129103
375,1906,0,0.0,0.0,28,1,0,0.11093289
1737,3386,0,0.0,0.0,18,1,0,0.0843346
6990,4135,0,0.0,0.0,132,1,0,0.3939276
6338,5854,2,0.14285714285714285,0.3451083321652789,60,1,0,0.20893174
5629,403,0,0.0,0.0,66,1,0,0.23470043
428,6990,0,0.0,0.0,168,1,0,0.4488883
4544,3820,0,0.0,0.0,90,1,0,0.2991036
792,5074,0,0.0,0.0,146,1,0,0.41941714
815,2227,0,0.0,0.0,39,1,0,0.14839143
411,3808,0,0.0,0.0,26,1,0,0.105084054
256,5982,0,0.0,0.0,13,1,0,0.07332752
6702,2028,0,0.0,0.0,182,1,0,0.46566626
937,2750,0,0.0,0.0,120,1,0,0.37239057
6935,1011,0,0.0,0.0,20,1,0,0.08914354
586,1491,0,0.0,0.0,3,1,0,0.05518617
1164,3714,0,0.0,0.0,5,1,0,0.058439072
5070,2152,0,0.0,0.0,10,1,0,0.06737377
6758,4880,0,0.0,0.0,8,1,0,0.06365717
5456,2817,0,0.0,0.0,105,1,0,0.33940595
5786,6181,0,0.0,0.0,112,1,0,0.3555436
7055,6013,0,0.0,0.0,93,1,0,0.30694407
130,1141,0,0.0,0.0,54,1,0,0.20442998
6014,5700,0,0.0,0.0,31,1,0,0.120239586
858,7014,0,0.0,0.0,64,1,0,0.22944695
987,805,0,0.0,0.0,136,1,0,0.40120384
2064,6707,0,0.0,0.0,140,1,0,0.40849587
6844,2958,0,0.0,0.0,4,1,0,0.056790743
502,443,0,0.0,0.0,38,1,0,0.14459528
2632,5061,0,0.0,0.0,147,1,0,0.42124537
94,2810,0,0.0,0.0,24,1,0,0.09950896
1,660,0,0.0,0.0,130,1,0,0.39030674
1715,2432,0,0.0,0.0,20,1,0,0.08914354
6943,4325,0,0.0,0.0,135,1,0,0.39938042
218,394,0,0.0,0.0,3,1,0,0.05518617
3702,5846,0,0.0,0.0,66,1,0,0.23470043
961,1197,0,0.0,0.0,3,1,0,0.05518617
4932,4316,0,0.0,0.0,90,1,0,0.2991036
137,3841,0,0.0,0.0,70,1,0,0.24545546
997,2552,0,0.0,0.0,78,1,0,0.26794368
1342,6735,0,0.0,0.0,24,1,0,0.09950896
121,4313,0,0.0,0.0,152,1,0,0.4297416
675,6905,0,0.0,0.0,200,1,0,0.4873473
5995,2337,0,0.0,0.0,40,1,0,0.15226923
5033,216,0,0.0,0.0,104,1,0,0.33663684
5340,5992,0,0.0,0.0,84,1,0,0.28377318
2944,4939,0,0.0,0.0,80,1,0,0.27382088
888,6787,0,0.0,0.0,154,1,0,0.4321967
6014,4082,0,0.0,0.0,31,1,0,0.120239586
14,615,0,0.0,0.0,110,1,0,0.3511641
5207,641,3,0.16666666666666666,0.5539009460854795,90,1,0,0.47249457
3097,3365,0,0.0,0.0,128,1,0,0.38669804
3628,2223,0,0.0,0.0,57,1,0,0.2117156
1878,3461,0,0.0,0.0,70,1,0,0.24545546
5860,2791,0,0.0,0.0,36,1,0,0.13724567
5823,3914,0,0.0,0.0,92,1,0,0.30431786
6514,1229,0,0.0,0.0,171,1,0,0.45247507
2922,3213,0,0.0,0.0,138,1,0,0.4048585
4508,6796,1,0.05,0.17054278655205474,108,1,0,0.36229476
4568,2415,0,0.0,0.0,112,1,0,0.3555436
1598,4095,0,0.0,0.0,167,1,0,0.4476938
2736,1401,0,0.0,0.0,90,1,0,0.2991036
1013,673,0,0.0,0.0,6,1,0,0.06013226
5926,3297,0,0.0,0.0,100,1,0,0.3256736
5650,3788,0,0.0,0.0,112,1,0,0.3555436
144,2847,0,0.0,0.0,40,1,0,0.15226923
7029,2945,0,0.0,0.0,126,1,0,0.38310167
4798,7103,0,0.0,0.0,72,1,0,0.25095627
6118,6718,1,0.034482758620689655,0.16281242427639875,125,1,0,0.43076885
4159,1778,0,0.0,0.0,42,1,0,0.16027392
6774,766,0,0.0,0.0,80,1,0,0.27382088
4444,1028,0,0.0,0.0,91,1,0,0.30170432
4213,89,0,0.0,0.0,125,1,0,0.38130826
5490,6442,0,0.0,0.0,90,1,0,0.2991036
6147,2923,0,0.0,0.0,156,1,0,0.43459767
4933,3177,0,0.0,0.0,209,1,0,0.4982108
1336,1323,0,0.0,0.0,112,1,0,0.3555436
182,4997,0,0.0,0.0,117,1,0,0.36659774
3524,2208,0,0.0,0.0,120,1,0,0.37239057
56,6918,0,0.0,0.0,182,1,0,0.46566626
6986,6157,0,0.0,0.0,72,1,0,0.25095627
3373,4042,0,0.0,0.0,14,1,0,0.075417444
7043,3064,0,0.0,0.0,123,1,0,0.37773126
2340,1375,0,0.0,0.0,120,1,0,0.37239057
268,4231,0,0.0,0.0,22,1,0,0.09419865
165,3389,0,0.0,0.0,26,1,0,0.105084054
5245,3899,0,0.0,0.0,2,1,0,0.053624343
2588,1612,0,0.0,0.0,42,1,0,0.16027392
2504,2229,0,0.0,0.0,175,1,0,0.45726517
3349,3635,0,0.0,0.0,182,1,0,0.46566626
24,6950,0,0.0,0.0,122,1,0,0.3759477
308,3136,0,0.0,0.0,18,1,0,0.0843346
5845,3314,0,0.0,0.0,20,1,0,0.08914354
839,5340,0,0.0,0.0,120,1,0,0.37239057
1569,3086,0,0.0,0.0,9,1,0,0.06549096
640,1815,0,0.0,0.0,46,1,0,0.17730026
987,1827,0,0.0,0.0,102,1,0,0.3311322
6357,851,0,0.0,0.0,196,1,0,0.4825223
5183,4175,0,0.0,0.0,24,1,0,0.09950896
377,3490,0,0.0,0.0,48,1,0,0.18633185
4557,5426,0,0.0,0.0,35,1,0,0.13369006
689,3427,0,0.0,0.0,55,1,0,0.20683764
1277,4182,0,0.0,0.0,30,1,0,0.11706486
640,1494,0,0.0,0.0,46,1,0,0.17730026
67,6469,0,0.0,0.0,4,1,0,0.056790743
1427,3882,0,0.0,0.0,28,1,0,0.11093289
2825,5677,0,0.0,0.0,198,1,0,0.48493436
545,4981,0,0.0,0.0,161,1,0,0.44054025
3629,5471,0,0.0,0.0,42,1,0,0.16027392
4436,5920,0,0.0,0.0,90,1,0,0.2991036
5393,3393,0,0.0,0.0,68,1,0,0.24003685
6162,6014,0,0.0,0.0,124,1,0,0.37951818
5674,1389,0,0.0,0.0,26,1,0,0.105084054
6569,1035,0,0.0,0.0,42,1,0,0.16027392
4382,1590,0,0.0,0.0,110,1,0,0.3511641
3760,482,0,0.0,0.0,146,1,0,0.41941714
3305,591,0,0.0,0.0,70,1,0,0.24545546
3750,6418,0,0.0,0.0,14,1,0,0.075417444
2090,4107,0,0.0,0.0,16,1,0,0.07976234
6659,5783,1,0.03333333333333333,0.17190663415246227,108,1,0,0.45945358
5402,4832,0,0.0,0.0,38,1,0,0.14459528
2359,1353,0,0.0,0.0,21,1,0,0.09163984
91,824,0,0.0,0.0,50,1,0,0.19341487
6438,1507,0,0.0,0.0,80,1,0,0.27382088
1808,1310,0,0.0,0.0,200,1,0,0.4873473
4816,4322,0,0.0,0.0,73,1,0,0.25373712
827,2987,0,0.0,0.0,112,1,0,0.3555436
1031,3618,0,0.0,0.0,72,1,0,0.25095627
3752,6376,0,0.0,0.0,66,1,0,0.23470043
3650,6780,0,0.0,0.0,144,1,0,0.4157673
4750,2153,0,0.0,0.0,60,1,0,0.21918955
2661,4999,0,0.0,0.0,23,1,0,0.096821316
4649,5687,0,0.0,0.0,180,1,0,0.46326372
1944,4276,0,0.0,0.0,77,1,0,0.26506236
184,1580,0,0.0,0.0,160,1,0,0.43935037
6780,6899,0,0.0,0.0,6,1,0,0.06013226
52,3422,0,0.0,0.0,6,1,0,0.06013226
6474,5176,0,0.0,0.0,43,1,0,0.16440237
2750,3635,0,0.0,0.0,140,1,0,0.40849587
6868,3028,0,0.0,0.0,8,1,0,0.06365717
209,1899,0,0.0,0.0,28,1,0,0.11093289
4515,2735,0,0.0,0.0,56,1,0,0.2092662
3185,5415,0,0.0,0.0,88,1,0,0.29394072
3922,3838,0,0.0,0.0,210,1,0,0.49941823
1613,4135,0,0.0,0.0,132,1,0,0.3939276
4728,6450,0,0.0,0.0,12,1,0,0.07129103
3743,6264,0,0.0,0.0,40,1,0,0.15226923
6938,4943,0,0.0,0.0,85,1,0,0.28629526
3967,2948,0,0.0,0.0,54,1,0,0.20442998
5435,2710,0,0.0,0.0,24,1,0,0.09950896
5328,1365,0,0.0,0.0,132,1,0,0.3939276
4738,5853,0,0.0,0.0,153,1,0,0.43096864
1039,2641,0,0.0,0.0,182,1,0,0.46566626
6925,5988,0,0.0,0.0,180,1,0,0.46326372
6224,2064,0,0.0,0.0,210,1,0,0.49941823
2930,4826,0,0.0,0.0,190,1,0,0.47529107
1312,3818,0,0.0,0.0,20,1,0,0.08914354
1647,3576,0,0.0,0.0,32,1,0,0.12348837
81,4190,0,0.0,0.0,204,1,0,0.49217466
7030,2131,0,0.0,0.0,121,1,0,0.37416738
3227,5479,0,0.0,0.0,6,1,0,0.06013226
5148,4153,0,0.0,0.0,60,1,0,0.21918955
4030,6642,0,0.0,0.0,56,1,0,0.2092662
372,6297,0,0.0,0.0,93,1,0,0.30694407
1656,4155,0,0.0,0.0,88,1,0,0.29394072
6627,3522,0,0.0,0.0,30,1,0,0.11706486
5566,1178,0,0.0,0.0,120,1,0,0.37239057
5511,1387,0,0.0,0.0,192,1,0,0.4777005
247,6738,0,0.0,0.0,9,1,0,0.06549096
1582,6666,0,0.0,0.0,108,1,0,0.34680948
1847,2206,0,0.0,0.0,12,1,0,0.07129103
1394,4342,0,0.0,0.0,187,1,0,0.47167924
848,6204,1,0.3333333333333333,0.24044917348149392,4,1,0,0.15952995
5709,2244,0,0.0,0.0,40,1,0,0.15226923
6845,6293,0,0.0,0.0,10,1,0,0.06737377
888,3140,0,0.0,0.0,33,1,0,0.12681237
49,6216,0,0.0,0.0,35,1,0,0.13369006
3988,2353,0,0.0,0.0,7,1,0,0.06187128
1775,2546,0,0.0,0.0,27,1,0,0.107973665
5006,6246,0,0.0,0.0,198,1,0,0.48493436
673,5631,0,0.0,0.0,42,1,0,0.16027392
2316,1249,0,0.0,0.0,22,1,0,0.09419865
80,5194,0,0.0,0.0,34,1,0,0.1302125
1776,2822,0,0.0,0.0,84,1,0,0.28377318
2359,4215,0,0.0,0.0,35,1,0,0.13369006
1598,1263,0,0.0,0.0,167,1,0,0.4476938
4438,1051,0,0.0,0.0,36,1,0,0.13724567
6611,1190,0,0.0,0.0,172,1,0,0.45367172
1576,411,0,0.0,0.0,182,1,0,0.46566626
5377,3332,0,0.0,0.0,63,1,0,0.22685142
1082,2279,0,0.0,0.0,200,1,0,0.4873473
937,1622,0,0.0,0.0,96,1,0,0.31489792
4508,243,0,0.0,0.0,153,1,0,0.43096864
136,4886,0,0.0,0.0,14,1,0,0.075417444
6231,6806,0,0.0,0.0,144,1,0,0.4157673
2555,1584,0,0.0,0.0,204,1,0,0.49217466
4873,3421,0,0.0,0.0,64,1,0,0.22944695
255,5498,0,0.0,0.0,12,1,0,0.07129103
4979,5473,0,0.0,0.0,63,1,0,0.22685142
3317,2773,0,0.0,0.0,18,1,0,0.0843346
3871,3399,0,0.0,0.0,28,1,0,0.11093289
400,5079,0,0.0,0.0,198,1,0,0.48493436
7056,2685,0,0.0,0.0,48,1,0,0.18633185
6792,2937,0,0.0,0.0,12,1,0,0.07129103
7104,3215,0,0.0,0.0,34,1,0,0.1302125
1829,2340,0,0.0,0.0,144,1,0,0.4157673
6693,5497,0,0.0,0.0,35,1,0,0.13369006
3083,5201,0,0.0,0.0,72,1,0,0.25095627
2505,1056,0,0.0,0.0,45,1,0,0.17291498
3702,1051,0,0.0,0.0,99,1,0,0.32296187
3917,5716,0,0.0,0.0,9,1,0,0.06549096
4466,629,0,0.0,0.0,24,1,0,0.09950896
1638,3682,0,0.0,0.0,126,1,0,0.38310167
3432,1916,0,0.0,0.0,120,1,0,0.37239057
5424,2378,0,0.0,0.0,24,1,0,0.09950896
1382,2801,0,0.0,0.0,42,1,0,0.16027392
5389,4975,0,0.0,0.0,68,1,0,0.24003685
1552,1986,0,0.0,0.0,72,1,0,0.25095627
2143,1487,0,0.0,0.0,80,1,0,0.27382088
1336,2974,0,0.0,0.0,84,1,0,0.28377318
639,4091,0,0.0,0.0,64,1,0,0.22944695
5995,4553,0,0.0,0.0,60,1,0,0.21918955
621,2570,0,0.0,0.0,24,1,0,0.09950896
207,1808,0,0.0,0.0,125,1,0,0.38130826
1969,3565,0,0.0,0.0,15,1,0,0.07756196
326,6180,0,0.0,0.0,132,1,0,0.3939276
1467,3030,0,0.0,0.0,23,1,0,0.096821316
6147,4680,0,0.0,0.0,156,1,0,0.43459767
1219,6806,0,0.0,0.0,60,1,0,0.21918955
5550,5591,0,0.0,0.0,132,1,0,0.3939276
485,6928,0,0.0,0.0,194,1,0,0.48011094
5345,6639,0,0.0,0.0,130,1,0,0.39030674
2339,3966,0,0.0,0.0,114,1,0,0.35994762
200,359,0,0.0,0.0,38,1,0,0.14459528
4409,3448,0,0.0,0.0,172,1,0,0.45367172
20,7054,0,0.0,0.0,196,1,0,0.4825223
889,6222,0,0.0,0.0,9,1,0,0.06549096
5147,1648,0,0.0,0.0,15,1,0,0.07756196
4738,6863,0,0.0,0.0,204,1,0,0.49217466
2348,3775,0,0.0,0.0,60,1,0,0.21918955
398,2212,0,0.0,0.0,144,1,0,0.4157673
121,6464,0,0.0,0.0,152,1,0,0.4297416
80,1037,0,0.0,0.0,136,1,0,0.40120384
1177,2251,0,0.0,0.0,40,1,0,0.15226923
4265,274,0,0.0,0.0,57,1,0,0.2117156
4346,1603,0,0.0,0.0,72,1,0,0.25095627
5870,3297,1,0.043478260869565216,0.152948702070391,140,1,0,0.32362074
5501,3107,0,0.0,0.0,18,1,0,0.0843346
549,6193,0,0.0,0.0,68,1,0,0.24003685
659,2252,0,0.0,0.0,16,1,0,0.07976234
3448,4208,0,0.0,0.0,172,1,0,0.45367172
5898,2080,0,0.0,0.0,50,1,0,0.19341487
1382,1905,0,0.0,0.0,42,1,0,0.16027392
150,495,0,0.0,0.0,184,1,0,0.46807036
4725,1509,0,0.0,0.0,90,1,0,0.2991036
2168,3546,0,0.0,0.0,156,1,0,0.43459767
85,881,0,0.0,0.0,204,1,0,0.49217466
4122,413,0,0.0,0.0,33,1,0,0.12681237
3821,3937,0,0.0,0.0,104,1,0,0.33663684
3563,2701,0,0.0,0.0,40,1,0,0.15226923
4225,3397,0,0.0,0.0,44,1,0,0.16861594
5025,4344,0,0.0,0.0,6,1,0,0.06013226
3788,5889,0,0.0,0.0,16,1,0,0.07976234
5448,4629,0,0.0,0.0,189,1,0,0.47408688
3950,4575,0,0.0,0.0,24,1,0,0.09950896
4144,6257,0,0.0,0.0,36,1,0,0.13724567
1442,4785,0,0.0,0.0,112,1,0,0.3555436
1732,5773,0,0.0,0.0,35,1,0,0.13369006
3373,4313,0,0.0,0.0,112,1,0,0.3555436
237,2870,0,0.0,0.0,144,1,0,0.4157673
984,1737,0,0.0,0.0,18,1,0,0.0843346
799,2123,0,0.0,0.0,90,1,0,0.2991036
1110,4982,0,0.0,0.0,18,1,0,0.0843346
995,6183,0,0.0,0.0,26,1,0,0.105084054
941,173,0,0.0,0.0,60,1,0,0.21918955
2121,3929,1,0.07692307692307693,0.18448363494272269,48,1,0,0.29462698
4289,2222,0,0.0,0.0,6,1,0,0.06013226
4274,2395,1,0.025,0.16281242427639875,114,1,0,0.47732392
3835,324,0,0.0,0.0,55,1,0,0.20683764
6921,4653,0,0.0,0.0,74,1,0,0.2565382
5139,1316,0,0.0,0.0,68,1,0,0.24003685
4140,2579,0,0.0,0.0,182,1,0,0.46566626
5524,1442,0,0.0,0.0,112,1,0,0.3555436
3841,5409,0,0.0,0.0,130,1,0,0.39030674
2064,5063,0,0.0,0.0,35,1,0,0.13369006
1520,4318,0,0.0,0.0,196,1,0,0.4825223
412,4889,0,0.0,0.0,35,1,0,0.13369006
5991,3307,0,0.0,0.0,27,1,0,0.107973665
2438,5392,0,0.0,0.0,36,1,0,0.13724567
2333,3591,0,0.0,0.0,187,1,0,0.47167924
3542,4794,0,0.0,0.0,28,1,0,0.11093289
4027,5609,0,0.0,0.0,136,1,0,0.40120384
1804,4512,0,0.0,0.0,184,1,0,0.46807036
4187,5152,0,0.0,0.0,51,1,0,0.19632122
5142,1969,0,0.0,0.0,135,1,0,0.39938042
96,2865,0,0.0,0.0,42,1,0,0.16027392
61,1657,0,0.0,0.0,10,1,0,0.06737377
5991,5118,0,0.0,0.0,18,1,0,0.0843346
2899,4407,0,0.0,0.0,81,1,0,0.2762886
7068,6415,0,0.0,0.0,104,1,0,0.33663684
78,4181,0,0.0,0.0,36,1,0,0.13724567
2323,5208,0,0.0,0.0,75,1,0,0.25935948
2728,1795,0,0.0,0.0,120,1,0,0.37239057
4624,5734,0,0.0,0.0,41,1,0,0.15622975
